rainfall_intensity_mmh,rainfall_24h_mm,rainfall_72h_mm,antecedent_precip_index,soil_moisture_vwc,pore_water_pressure_kpa,slope_deg,elevation_m,lithology_weakness,historical_density,distance_to_road_cut_m,distance_to_drainage_m,sensor_anomaly_score,risk_score,landslide_occurred
6.06,53.97,143.44,107.03,56.38,22.53,37.9,548.5,3,6.05,167.5,266.9,5.33,100.0,1
1.27,8.99,19.22,60.81,38.22,0.0,42.71,2009.4,4,0.86,1.8,244.7,19.73,81.7,1
6.38,28.18,72.98,59.39,50.43,11.9,35.63,722.5,2,0.08,102.8,351.4,36.67,78.6,1
4.28,28.15,41.77,73.25,36.08,4.38,25.71,1885.3,1,1.8,162.6,17.3,12.88,49.7,0
3.94,16.73,28.75,42.97,25.99,0.0,41.76,1295.2,3,0.09,35.6,233.1,0.0,41.4,0
5.31,32.23,56.82,58.94,43.11,6.33,46.65,1307.5,4,0.38,1.7,47.8,3.81,91.6,1
4.14,28.04,54.44,50.79,28.44,0.0,38.7,1654.9,3,0.09,163.3,59.4,17.87,39.6,0
4.18,20.14,50.83,66.65,40.69,4.32,40.16,393.0,3,0.34,49.5,2.7,7.48,65.6,1
4.01,43.41,84.26,90.62,49.16,16.58,25.5,465.4,3,3.47,67.2,403.5,6.9,95.7,1
6.21,65.17,109.92,97.49,49.87,14.11,42.01,986.4,3,2.39,99.1,241.9,0.96,96.6,1
11.61,60.85,90.72,66.48,52.24,15.86,47.44,1175.3,4,0.75,14.0,27.0,1.46,94.1,1
2.02,12.39,18.72,58.5,22.56,0.0,39.44,1202.9,3,4.09,13.1,71.5,0.23,76.6,1
3.24,15.11,37.23,73.31,22.83,0.0,20.73,1721.5,1,1.97,388.9,117.7,2.04,16.0,0
3.78,16.04,32.44,45.48,34.95,0.0,49.9,301.5,4,1.07,49.7,122.6,21.38,74.9,1
2.95,20.2,48.81,64.34,33.15,0.0,27.97,2314.1,3,0.13,35.4,163.0,0.39,31.8,0
4.91,27.05,63.71,66.67,41.45,4.18,39.3,666.4,4,2.36,5.9,115.0,0.74,97.3,1
7.81,47.32,75.21,68.37,51.99,14.36,44.1,822.1,5,0.85,22.9,188.3,1.59,100.0,1
2.65,10.74,17.18,19.64,20.48,0.0,45.18,2201.8,2,0.65,67.6,387.5,1.28,17.2,0
1.22,5.53,13.6,34.36,22.95,0.0,20.7,311.5,3,0.61,50.2,91.4,30.55,17.8,0
5.38,22.91,55.22,77.72,44.88,4.03,37.0,2381.7,3,0.01,66.3,376.8,1.39,58.5,0
5.31,43.07,83.09,59.77,47.28,10.54,36.43,375.5,3,2.44,146.1,44.6,5.26,91.5,1
1.76,8.31,12.53,39.34,19.31,0.0,48.23,553.1,4,0.28,123.2,23.3,0.34,30.6,0
4.97,39.71,56.26,81.2,30.02,1.69,39.9,804.2,4,1.32,81.5,49.3,1.78,79.4,1
1.34,11.64,21.0,28.44,22.71,0.0,48.31,1221.3,4,0.03,202.4,41.7,0.07,33.6,0
18.66,77.59,109.62,84.5,46.26,16.58,40.59,1388.7,4,1.78,233.7,756.9,0.14,98.8,1
7.6,91.31,157.24,141.96,65.45,40.45,35.37,519.9,2,0.83,107.2,86.4,24.1,100.0,1
3.16,12.93,25.7,33.18,27.67,0.0,37.65,454.7,4,1.79,15.0,189.7,5.1,65.5,1
2.01,19.03,29.88,33.06,30.04,0.0,48.95,366.9,4,0.17,62.5,214.4,9.45,54.6,0
4.96,22.63,34.99,44.75,24.75,0.0,24.98,839.2,4,0.56,120.8,106.0,0.31,23.6,0
2.88,22.7,60.28,61.84,36.45,0.0,43.7,2235.2,3,0.21,7.8,45.5,0.59,72.7,0
6.47,46.33,102.84,111.18,36.46,1.08,30.67,1118.7,3,1.87,2.4,103.8,15.8,94.4,1
7.69,65.8,178.21,148.66,70.77,41.22,28.84,1904.4,1,0.21,355.6,115.6,33.94,100.0,1
8.42,46.9,88.36,80.7,51.79,14.04,44.7,699.4,4,1.73,157.1,554.3,4.16,99.1,1
9.27,66.6,156.39,130.7,55.24,25.55,28.49,435.8,3,0.26,19.9,151.3,13.62,95.7,1
5.02,26.17,44.13,76.62,35.26,1.97,39.21,1464.0,3,5.17,70.7,630.4,8.52,92.0,1
0.63,7.67,17.37,21.39,21.2,0.0,31.84,2026.4,2,0.97,25.8,154.7,3.66,22.4,0
5.62,61.83,97.78,77.9,52.19,25.07,15.97,2186.8,3,0.24,1.2,28.2,0.03,100.0,1
2.14,22.03,30.91,68.4,29.61,0.0,40.06,1447.0,1,0.08,59.6,87.3,4.3,28.2,0
6.68,44.16,119.42,125.7,55.87,19.87,37.07,917.5,5,0.72,125.4,282.9,18.58,97.6,1
4.74,21.7,47.24,43.68,33.61,0.0,19.76,530.0,4,4.0,369.8,98.6,10.8,62.2,1
1.95,8.42,22.72,26.3,34.33,0.0,30.06,1702.4,2,0.28,176.3,18.9,22.59,18.7,0
22.39,184.13,343.84,247.45,88.0,48.0,20.64,888.9,3,2.82,31.4,18.2,8.98,97.1,1
2.27,12.76,23.72,22.65,22.41,0.0,42.22,2072.3,3,0.97,49.2,48.7,1.43,26.2,0
35.14,166.84,327.17,247.13,88.0,48.0,47.8,1570.8,4,2.92,88.2,149.7,7.82,98.6,1
17.31,134.07,320.22,216.63,88.0,48.0,43.22,2103.6,4,3.73,25.5,319.1,11.8,95.1,1
10.16,67.96,148.97,104.44,62.69,26.37,44.41,1490.0,5,11.03,214.7,137.3,26.53,98.6,1
8.24,48.73,131.36,112.22,54.26,18.39,31.6,1920.7,3,0.13,22.1,246.7,3.09,98.5,1
3.43,33.36,47.89,79.23,29.35,0.0,40.65,918.0,2,2.86,41.1,186.7,12.89,85.7,1
6.12,72.55,173.51,136.99,69.78,35.68,35.92,1356.4,3,0.13,103.4,133.7,0.1,100.0,1
1.77,16.7,31.11,41.26,29.05,0.0,37.58,340.8,4,0.68,15.8,43.5,0.86,62.0,0
6.85,36.71,60.66,89.33,43.37,7.36,44.14,1576.4,2,1.87,117.6,386.5,3.13,91.5,1
3.48,37.66,79.64,80.7,39.81,4.14,45.99,1420.9,2,1.07,346.4,58.1,0.0,69.9,1
2.85,25.38,53.48,56.65,23.09,0.0,32.69,1886.1,4,1.5,141.1,52.5,0.11,47.2,0
2.74,19.97,31.79,43.03,26.72,0.0,24.04,1830.8,4,6.1,201.1,53.7,0.12,78.1,1
1.86,19.99,33.64,35.64,19.66,0.0,34.41,1618.0,2,3.07,69.3,18.1,0.01,42.7,0
4.24,37.64,74.21,76.29,43.27,8.52,34.14,419.0,4,0.81,54.6,124.3,0.56,87.8,1
18.99,80.83,159.42,128.37,54.6,19.13,38.42,2196.3,2,1.65,47.8,71.4,0.68,99.5,1
1.3,15.63,28.83,35.92,22.14,0.0,43.08,337.8,2,0.09,129.6,132.8,12.61,16.4,0
20.57,107.65,173.1,124.74,66.29,38.48,19.73,1986.9,3,1.09,87.7,108.6,2.54,100.0,1
7.14,49.1,69.03,63.88,48.59,15.88,30.3,1306.6,4,1.69,76.7,132.0,0.65,93.8,1
11.91,61.27,169.01,137.75,60.89,29.53,27.81,2017.8,4,2.26,12.7,63.6,0.75,96.6,1
5.97,33.16,90.22,66.27,45.34,12.65,46.63,1276.6,3,4.17,134.3,303.9,2.35,94.6,1
7.26,61.55,127.85,95.02,59.28,20.79,34.23,1658.6,2,0.6,155.1,137.5,10.83,96.9,1
3.32,14.83,41.42,74.57,40.5,2.48,31.64,1062.9,4,4.18,26.2,42.1,0.02,84.1,1
11.88,72.59,170.09,139.99,72.29,44.37,40.58,1861.7,3,1.95,171.1,417.7,0.5,100.0,1
1.07,4.86,7.27,12.58,28.6,0.0,30.96,833.8,5,0.15,253.8,20.9,1.09,16.1,0
12.0,80.53,126.01,118.1,60.47,26.98,35.87,1810.6,4,0.86,23.0,238.0,3.44,96.0,1
42.51,171.85,460.99,307.42,88.0,48.0,51.42,706.1,2,1.17,72.2,204.2,6.78,100.0,1
5.49,26.03,59.39,76.85,38.79,1.72,51.18,1816.6,4,0.78,250.7,13.6,7.37,75.3,1
5.14,21.05,54.33,74.06,40.3,0.0,32.54,916.7,2,0.22,80.2,417.2,0.11,35.9,0
10.44,62.36,165.74,142.03,60.67,29.53,34.45,885.1,5,1.44,202.7,68.4,14.51,99.5,1
2.58,16.1,32.64,59.16,25.66,0.0,30.74,2004.1,1,0.25,29.2,243.1,0.02,21.6,0
16.22,77.8,114.2,83.19,47.16,13.75,19.63,2008.8,2,4.44,7.9,58.4,31.95,98.6,1
2.47,10.76,17.91,49.34,29.65,0.0,44.81,1751.9,3,3.61,7.4,134.3,26.61,90.9,1
2.08,8.51,12.71,19.41,23.14,0.0,56.58,2240.2,1,1.16,430.6,645.8,14.57,26.3,0
19.34,143.04,238.06,175.01,84.73,48.0,32.23,628.0,3,0.13,21.6,169.8,0.71,96.5,1
8.56,39.67,78.34,98.34,34.24,0.0,29.06,865.6,3,1.45,240.2,63.3,3.57,75.3,1
7.84,67.66,105.92,96.47,49.25,14.22,33.68,917.4,3,1.61,45.5,110.4,38.91,100.0,1
4.67,27.02,44.14,77.22,28.95,0.0,36.72,941.1,3,3.95,4.9,202.9,17.17,92.9,1
5.61,50.77,102.77,75.8,50.24,14.94,26.35,988.9,4,0.13,33.1,106.0,0.19,87.8,1
5.27,37.91,71.13,72.73,33.06,0.0,32.1,1763.7,3,2.12,84.5,434.9,0.05,71.6,1
9.56,40.1,82.4,61.37,44.14,8.36,44.63,868.6,5,1.49,13.5,363.8,0.42,96.5,1
4.79,45.71,91.45,92.81,42.97,11.63,37.08,900.4,2,0.35,306.4,28.6,1.44,71.0,1
7.7,41.09,94.6,70.03,38.99,6.38,46.8,1497.9,2,0.23,276.2,276.6,11.18,72.0,1
5.67,31.38,85.1,68.21,35.87,4.2,39.1,706.1,4,2.13,19.4,513.8,12.76,84.4,1
2.29,22.75,35.28,39.58,22.82,0.0,26.74,1066.3,2,0.75,160.3,68.6,9.54,17.7,0
8.4,62.06,95.51,100.78,45.51,18.8,31.1,421.7,3,17.49,74.1,49.0,0.57,100.0,1
2.12,12.05,31.25,32.69,29.48,0.0,38.11,2300.3,5,4.04,482.9,1.7,1.37,68.9,1
5.18,46.33,97.7,106.61,48.98,13.11,26.46,966.3,3,1.5,6.8,22.1,25.62,91.8,1
3.53,16.35,40.43,37.21,33.16,0.0,25.36,2085.1,3,1.85,76.4,583.6,2.79,33.7,0
9.64,39.32,66.91,50.08,34.18,0.0,25.87,1412.9,4,0.31,40.3,89.3,4.07,57.5,1
6.93,59.44,152.18,121.7,68.96,32.61,40.38,779.2,1,4.04,155.5,88.2,0.04,100.0,1
1.52,13.58,36.57,72.85,27.59,0.0,32.89,706.2,3,1.11,14.1,55.8,2.13,56.6,1
0.67,4.24,9.7,16.27,25.42,0.0,46.05,1759.4,1,1.33,118.7,32.3,16.45,23.0,0
2.26,10.9,16.87,20.55,23.74,0.0,28.38,2326.2,2,3.72,354.9,128.0,0.0,23.8,0
6.05,47.3,125.5,120.38,57.39,30.08,15.11,684.4,1,0.01,72.6,231.2,6.49,88.2,1
5.81,69.66,174.81,132.67,67.66,33.44,34.89,542.4,5,1.23,72.7,144.0,0.06,97.5,1
1.86,10.79,26.46,54.48,29.77,0.0,50.0,1112.9,1,1.77,82.2,6.5,35.83,61.1,0
12.83,52.86,76.73,63.87,41.44,12.79,36.29,1127.0,3,0.31,64.5,292.8,2.27,80.4,1
2.3,15.68,39.49,51.37,35.94,0.72,24.34,1993.1,2,0.13,71.2,482.8,2.87,16.8,0
4.56,30.11,47.96,48.11,28.52,0.0,22.19,1284.7,3,1.38,74.7,104.5,1.53,38.2,0
25.22,103.04,176.34,139.94,58.76,30.0,46.18,431.2,3,1.43,749.8,82.2,0.11,98.6,1
4.32,21.82,48.17,70.92,27.65,0.0,29.14,2233.4,3,0.72,14.9,47.0,0.11,50.0,0
7.08,35.0,61.98,79.58,43.77,13.31,49.11,1083.7,4,3.85,40.3,64.7,0.02,98.1,1
0.85,4.82,11.2,35.49,22.21,0.0,41.56,1703.9,5,0.64,28.4,186.1,4.2,44.2,0
1.05,4.27,9.62,53.03,23.25,0.0,29.46,1701.7,3,1.31,94.3,264.7,8.22,26.3,0
4.83,24.52,38.04,41.6,24.33,0.0,45.92,418.3,1,0.37,0.3,72.7,16.78,68.9,1
1.55,6.66,15.44,25.85,24.72,0.0,28.15,307.6,4,0.02,304.7,74.7,2.43,12.1,0
8.67,43.58,117.37,108.91,46.73,9.3,23.7,484.9,5,1.0,90.9,108.0,14.91,89.3,1
6.42,31.33,50.93,66.07,29.01,0.0,28.63,2308.7,3,1.35,271.7,33.6,4.06,43.3,0
4.23,32.67,73.04,54.57,38.04,0.8,42.53,1967.4,3,2.6,50.8,471.6,1.93,79.0,1
2.3,17.46,32.8,53.67,31.86,0.0,45.67,577.2,2,1.07,19.5,220.0,2.11,55.2,1
3.05,14.31,29.25,40.86,31.5,0.0,32.63,1591.2,3,0.59,25.6,102.3,18.76,46.7,0
5.55,42.52,76.62,88.44,44.93,8.54,20.12,1585.1,3,1.67,76.4,23.5,2.2,81.1,1
21.05,119.81,227.13,189.0,74.07,48.0,22.77,301.2,5,0.86,4.9,340.1,10.34,100.0,1
1.71,13.98,20.14,42.94,25.6,0.0,26.93,1201.0,2,0.48,182.7,119.0,11.67,15.9,0
17.67,80.72,223.92,150.63,81.52,43.77,25.0,1794.7,3,4.34,187.6,286.9,6.84,99.1,1
4.04,40.86,92.96,94.06,36.83,0.22,38.26,692.3,3,1.38,145.3,6.1,0.54,74.4,1
9.55,43.2,90.76,97.69,45.51,12.3,52.47,2086.9,3,0.4,272.0,57.6,2.41,91.1,1
5.87,32.2,62.37,56.75,35.96,4.55,42.76,1686.6,3,2.0,95.7,175.2,1.63,77.9,1
1.19,10.62,22.88,40.78,29.48,0.0,26.41,314.5,5,2.92,78.3,120.5,1.29,53.6,0
1.76,10.21,19.73,61.28,26.01,0.0,30.1,2095.3,3,2.56,90.4,62.9,0.14,48.1,0
4.74,37.04,70.52,64.25,36.45,5.51,31.76,340.7,5,1.65,24.1,40.4,59.33,93.7,1
2.93,21.73,44.53,43.99,38.02,0.0,39.31,2164.7,1,1.32,86.2,64.7,0.65,32.2,0
13.45,96.27,171.97,126.27,54.82,26.43,49.36,1000.8,2,2.7,93.6,244.1,37.48,96.5,1
3.0,33.06,54.61,65.64,34.91,2.09,32.03,1767.2,5,2.22,173.6,36.5,30.82,91.8,1
4.82,19.48,42.45,75.33,21.31,0.0,49.08,1953.6,2,1.53,51.3,162.2,20.82,71.7,1
4.85,56.83,146.62,127.69,55.58,28.05,53.88,890.7,4,1.93,11.6,99.2,0.57,98.1,1
4.91,25.49,41.14,45.39,34.67,3.27,33.03,1048.5,3,0.33,109.2,259.2,3.92,41.6,0
4.74,33.11,47.87,64.85,25.76,0.0,32.81,1370.0,3,0.04,186.1,40.5,5.1,40.9,0
9.82,51.75,90.33,91.83,36.75,2.1,32.93,1523.7,4,4.82,419.0,56.7,0.66,98.5,1
13.23,94.11,260.83,201.4,88.0,48.0,36.53,913.3,4,4.93,11.4,91.6,15.59,92.3,1
11.84,60.88,155.88,113.5,55.49,24.67,32.96,2384.0,5,2.79,164.6,32.8,6.9,100.0,1
11.0,53.91,120.45,111.85,63.63,24.8,43.52,1847.7,2,0.84,108.7,111.3,0.56,100.0,1
9.1,46.08,124.45,105.25,53.81,18.11,22.83,875.7,4,0.29,1.9,96.8,14.92,99.4,1
11.04,111.12,224.85,151.99,79.81,48.0,31.46,1644.9,3,0.8,152.0,830.5,0.0,93.4,1
4.39,22.92,63.65,70.66,41.22,0.0,38.8,1214.3,4,2.33,3.2,162.2,36.65,100.0,1
1.82,14.3,25.95,66.38,35.29,0.0,43.4,2106.7,2,0.73,184.6,13.0,1.51,41.3,0
1.25,14.78,25.66,37.42,20.31,0.0,54.66,990.8,3,2.86,153.3,110.9,0.15,54.9,0
2.98,19.79,45.39,77.96,29.65,0.0,25.04,694.5,2,2.01,139.7,379.4,4.82,37.7,0
7.03,45.76,88.29,66.72,49.8,13.68,30.46,396.9,3,1.79,15.3,362.8,0.01,96.1,1
6.25,39.18,89.21,95.95,46.71,13.12,16.74,2367.0,4,4.79,301.6,587.7,0.68,93.2,1
8.62,43.15,78.84,61.39,48.69,11.75,26.57,1054.4,2,4.03,275.0,404.4,2.98,92.8,1
1.17,8.86,20.06,30.35,28.71,0.0,20.96,763.1,4,2.24,276.6,34.9,0.0,26.9,0
7.43,55.58,99.27,95.22,58.65,22.12,31.57,1332.7,3,0.4,53.6,0.6,12.04,98.2,1
1.67,18.52,27.26,49.39,28.7,0.0,34.06,912.4,1,5.03,81.3,172.4,49.23,79.4,1
8.95,45.5,121.81,119.06,55.44,23.7,39.99,789.1,3,0.46,14.6,218.2,0.44,99.3,1
6.66,37.72,99.46,97.34,49.78,10.52,33.46,1594.4,4,0.84,6.3,25.3,9.78,100.0,1
2.89,20.76,57.28,68.95,35.18,1.3,39.99,457.2,5,3.16,7.3,32.9,10.88,96.9,1
1.61,8.03,19.31,58.61,30.49,0.0,36.97,1368.9,3,0.42,100.9,593.8,58.88,61.9,1
3.07,17.9,42.16,52.75,33.23,0.0,27.22,1113.6,1,1.83,46.5,518.3,12.38,33.0,0
11.18,70.0,152.79,114.45,67.51,30.23,21.67,1418.3,2,1.1,104.0,30.7,4.86,97.2,1
16.48,98.72,155.61,113.42,69.24,36.22,40.96,972.9,4,1.76,107.8,51.1,2.31,99.2,1
8.07,42.89,71.41,69.41,42.56,6.4,50.0,1497.7,4,5.71,285.1,400.8,8.13,98.6,1
1.76,9.15,16.52,47.81,27.63,0.0,57.55,471.8,2,2.97,256.7,102.8,2.48,62.8,1
3.11,24.1,63.79,48.38,31.8,0.0,43.95,1089.9,3,0.63,152.2,288.0,25.14,55.6,0
5.39,51.83,85.11,66.13,40.53,7.32,48.39,798.7,4,0.11,204.8,90.7,12.8,90.1,1
6.52,61.13,164.56,116.74,71.14,34.94,39.92,1220.0,3,6.14,0.4,240.0,2.29,99.4,1
2.37,12.56,26.77,48.73,36.04,0.0,38.57,1136.5,4,1.58,1.9,91.0,0.15,84.8,1
1.7,7.46,17.91,27.57,13.37,0.0,36.94,1625.5,2,0.34,73.6,413.0,13.86,15.0,0
6.82,45.61,70.89,58.56,36.44,5.75,35.1,1620.4,4,1.78,127.3,70.9,25.6,87.2,1
2.49,22.88,40.64,58.09,31.52,0.0,41.16,1168.1,3,0.08,189.6,133.3,3.42,33.6,0
2.67,12.82,35.14,62.1,24.56,0.0,31.57,681.4,3,0.37,71.1,132.8,6.93,28.8,0
0.52,2.35,4.16,22.65,16.23,0.0,34.75,1522.0,3,1.8,337.9,188.4,4.58,16.6,0
9.46,41.19,74.77,79.62,43.78,5.45,25.99,2329.7,3,0.93,202.5,65.9,4.78,69.7,1
13.87,75.74,126.99,91.96,65.05,32.87,40.04,689.4,3,0.71,13.0,185.2,0.54,100.0,1
27.28,120.54,190.54,170.93,61.16,35.55,27.85,445.0,2,1.92,69.6,27.4,2.7,100.0,1
2.91,35.22,60.81,59.69,36.0,0.19,36.29,855.6,5,3.62,632.9,403.3,3.97,85.0,1
3.82,38.92,89.49,108.06,47.84,17.27,40.25,1167.1,5,2.04,63.3,28.0,5.12,96.3,1
1.21,12.68,25.84,65.83,31.92,0.0,40.98,943.0,3,1.12,58.6,330.2,1.49,51.1,0
7.92,39.4,85.7,95.75,45.91,15.47,42.56,2052.9,1,1.94,41.8,212.7,0.24,88.8,1
2.04,22.26,34.98,28.64,40.36,3.66,34.19,1335.4,2,2.14,80.0,75.1,64.94,79.7,1
7.74,47.1,118.83,106.7,53.45,19.88,40.13,816.9,4,2.69,157.1,71.4,22.1,98.9,1
4.74,29.53,73.77,56.86,48.53,9.95,31.86,2295.4,5,0.66,5.8,608.9,3.34,90.0,1
2.98,22.43,32.08,66.13,25.1,0.0,19.25,562.6,2,0.22,216.7,39.0,0.09,13.7,0
1.38,6.08,11.77,48.18,23.64,0.0,40.51,558.1,4,2.06,299.5,231.0,0.53,38.3,0
1.89,17.3,25.89,65.58,19.97,0.0,38.54,815.1,3,0.23,182.3,36.5,43.2,57.5,1
1.1,7.84,19.67,45.17,30.91,0.0,44.61,461.2,3,1.12,296.7,424.5,0.53,39.6,0
2.3,10.88,26.46,45.69,26.68,0.0,35.79,1878.5,3,0.47,12.0,243.8,0.05,41.1,0
14.12,165.75,441.35,315.23,88.0,48.0,22.37,956.9,4,0.73,71.8,485.8,3.89,96.0,1
4.09,21.03,36.4,46.05,28.31,0.0,35.22,1832.7,2,1.14,8.8,380.3,10.5,49.7,0
6.06,27.71,56.49,62.81,39.34,6.14,43.54,1901.7,2,4.08,217.6,143.5,49.49,89.9,1
18.25,76.5,126.87,116.06,57.91,20.82,40.05,798.8,1,2.05,365.8,29.7,4.72,100.0,1
44.12,192.67,369.87,287.4,88.0,48.0,34.75,1388.6,5,0.34,42.4,45.1,1.56,98.6,1
4.58,34.07,72.6,79.01,34.71,0.28,21.86,1391.1,3,3.81,92.0,40.6,4.76,77.3,1
12.68,70.55,104.04,111.2,48.97,20.75,27.28,2129.9,3,1.25,42.4,44.9,7.48,99.7,1
2.08,22.3,53.55,78.63,38.95,3.7,40.06,353.8,4,0.41,57.1,116.5,35.77,82.7,1
1.59,12.86,27.78,46.41,38.96,0.0,21.85,965.3,5,1.35,77.7,364.2,5.53,49.8,0
2.35,24.48,62.67,61.37,39.37,1.01,33.29,2153.2,2,0.38,187.7,4.2,0.07,36.7,0
6.04,45.19,80.46,86.08,48.57,12.5,36.33,797.3,2,0.82,19.1,49.0,1.19,90.8,1
9.57,41.83,111.46,97.51,41.53,9.32,45.77,587.4,2,2.95,20.5,163.5,1.21,95.9,1
3.25,23.4,65.47,51.22,50.41,5.45,41.22,1509.9,5,1.93,27.1,360.9,1.43,93.9,1
2.73,15.54,41.74,49.13,35.32,0.0,44.18,942.3,3,1.17,6.6,63.6,14.85,81.3,0
7.04,45.84,114.1,123.9,51.65,14.13,38.57,1281.3,4,0.46,123.8,86.8,2.24,90.8,1
2.49,15.73,39.92,33.13,30.19,0.0,28.81,2022.0,2,0.6,25.3,84.1,8.56,32.4,0
7.4,30.24,66.62,79.65,32.01,0.0,30.78,1393.5,3,6.89,69.1,62.6,5.9,94.5,1
7.26,55.69,92.79,103.17,41.05,4.26,28.07,1383.4,2,0.76,138.8,216.0,0.21,74.8,0
10.16,54.42,127.78,117.25,67.24,30.64,41.02,884.2,3,1.72,71.5,192.0,15.42,96.3,1
9.47,62.57,150.03,128.16,56.08,23.52,30.1,1965.0,2,1.25,283.8,333.6,17.62,97.1,1
6.55,72.42,201.3,167.68,70.31,36.89,32.65,1853.6,3,0.04,175.9,449.3,11.29,98.9,1
6.24,38.27,82.57,77.99,38.91,4.44,36.19,791.7,4,5.21,38.3,415.3,0.83,93.8,1
12.66,58.01,103.25,76.22,41.72,6.5,49.95,972.0,5,0.17,16.8,139.8,0.2,97.6,1
4.49,46.35,109.25,119.32,50.68,12.83,41.59,1956.1,2,1.94,269.8,37.0,1.53,90.8,1
0.79,8.63,23.91,40.0,33.23,0.0,29.43,1051.2,4,3.0,60.7,45.2,28.59,60.2,0
1.27,11.99,19.76,47.79,21.87,0.0,37.29,1147.5,4,2.49,57.9,160.6,5.23,56.0,0
5.48,26.12,48.49,60.42,25.34,0.0,50.04,1065.3,2,2.98,199.3,451.1,13.0,74.4,1
6.23,30.66,66.19,50.48,40.28,4.69,41.23,639.4,3,2.42,1.1,136.1,1.23,96.0,1
7.42,42.16,69.07,92.77,39.0,0.36,22.41,1015.9,3,1.06,72.0,494.0,7.86,72.9,1
12.86,80.57,115.31,115.62,58.3,27.54,28.22,1986.2,2,4.08,150.3,54.7,32.76,94.1,1
3.3,14.29,26.75,29.1,24.76,0.0,27.57,1331.3,1,4.38,226.6,16.3,9.01,35.3,0
2.88,13.69,35.74,72.4,28.45,0.0,48.25,1262.3,2,1.03,259.8,286.4,31.98,61.8,1
26.82,122.99,179.67,154.95,69.41,41.84,46.68,628.3,3,1.19,75.2,380.7,11.72,99.2,1
3.93,17.99,36.0,49.65,30.61,0.0,30.69,672.9,2,1.2,225.8,107.0,12.93,30.3,0
4.53,23.93,59.03,70.88,34.17,0.0,30.5,390.2,2,0.59,4.4,19.5,0.09,64.1,0
6.05,38.35,104.86,77.96,46.03,8.18,36.38,329.3,4,0.22,43.7,7.8,12.09,91.1,1
8.53,37.59,104.48,98.13,38.15,5.21,36.63,1324.8,3,0.55,1.3,11.6,0.38,92.4,1
3.57,15.03,29.92,27.76,24.98,0.0,27.82,1159.4,1,3.35,21.7,104.1,7.9,42.0,0
0.91,10.8,29.49,48.69,32.55,0.0,33.88,878.3,3,1.41,154.8,48.2,0.08,30.9,0
1.56,17.54,25.42,46.39,32.22,0.0,23.64,2379.1,5,3.42,0.5,111.6,3.03,85.6,1
10.92,44.96,109.9,115.78,47.94,14.51,46.81,1135.8,2,2.46,88.8,120.7,8.44,92.6,1
3.62,28.48,65.49,80.2,46.13,7.81,21.04,1956.6,2,0.77,64.1,110.3,0.34,50.4,0
3.51,15.35,26.86,33.69,27.35,0.0,20.94,742.1,2,0.37,15.7,174.1,2.98,22.3,0
5.24,35.89,75.75,94.21,33.18,2.09,39.7,818.8,2,1.51,138.9,204.8,0.02,69.5,0
6.51,64.97,102.75,97.58,38.85,12.5,25.49,1493.6,3,4.94,141.8,90.7,31.21,98.2,1
0.89,9.54,25.0,48.53,34.31,0.0,31.74,308.5,5,3.29,155.5,74.0,0.4,66.0,1
4.03,37.79,71.84,59.3,37.88,4.26,36.54,336.6,3,2.6,173.9,82.7,21.64,90.6,1
6.57,53.61,122.05,122.93,46.89,10.97,41.74,598.7,3,2.6,45.4,13.1,3.99,98.4,1
1.97,12.09,19.61,59.64,12.0,0.0,34.12,768.6,3,1.35,616.5,69.9,6.94,20.5,0
2.84,14.27,24.1,55.54,24.37,0.0,51.12,1408.5,1,0.33,9.1,40.1,13.76,56.6,0
10.43,42.12,117.47,123.69,55.32,25.42,36.0,1741.1,1,0.61,125.2,61.9,0.55,95.8,1
13.62,87.86,215.63,158.76,76.19,40.48,46.12,954.9,4,1.55,423.9,225.6,5.13,93.8,1
10.44,62.11,170.59,154.64,61.45,30.13,38.37,802.0,3,0.68,30.5,804.4,11.17,100.0,1
7.44,44.12,80.04,79.02,39.11,7.51,54.12,2027.9,1,2.74,39.1,462.8,1.34,90.3,1
10.26,59.77,97.44,75.71,54.74,20.47,45.0,641.8,2,0.84,103.0,310.3,4.49,100.0,1
3.68,21.92,46.13,65.08,24.56,0.0,36.37,1724.5,3,0.22,182.4,240.5,0.28,31.3,0
4.01,49.21,102.97,102.71,44.98,12.82,41.35,2255.8,4,2.75,47.9,521.9,8.3,95.3,1
2.23,27.73,45.61,47.56,40.04,1.38,33.78,787.6,3,2.16,217.5,251.0,0.99,61.1,0
1.78,18.42,44.71,35.3,35.48,0.0,33.7,482.6,4,0.53,33.1,114.6,0.18,44.0,0
4.81,49.48,94.34,75.31,47.49,10.94,24.92,2357.5,3,7.14,248.9,165.5,18.04,91.5,1
6.05,30.29,50.31,55.69,30.2,0.0,29.13,868.6,1,0.93,35.0,65.7,6.5,37.3,0
3.38,29.46,54.94,48.25,35.57,2.76,53.52,878.9,5,2.05,115.3,0.6,3.5,92.6,1
21.26,91.61,200.55,144.09,72.93,44.7,25.77,1315.9,2,4.34,53.1,78.5,7.79,96.6,1
2.8,11.76,28.42,41.09,22.8,0.0,30.43,785.2,2,0.31,46.6,93.4,0.88,11.3,0
4.62,18.79,38.98,73.62,24.43,0.0,35.2,2385.0,4,3.8,52.4,237.8,1.83,74.8,0
0.56,2.33,4.98,42.63,26.1,0.0,35.49,390.2,2,2.19,83.0,352.9,8.34,28.1,0
